89.8621 -0.1344
88.4828 -0.2151
86.9655 -0.2957
85.7241 -0.3495
84.0690 -0.4032
82.8276 -0.4301
81.8621 -0.4839
80.7586 -0.4839
79.9310 -0.4839
79.1034 -0.4570
78.2759 -0.4570
77.3103 -0.4301
76.3448 -0.3763
75.2414 -0.3495
74.5517 -0.3226
73.7241 -0.2957
73.0345 -0.2688
72.2069 -0.2688
71.2414 -0.2688
70.0000 -0.2688
68.8966 -0.2957
68.0690 -0.3226
67.1034 -0.3763
66.4138 -0.4301
65.7241 -0.4301
64.8966 -0.4570
63.9310 -0.4301
63.1034 -0.4032
62.4138 -0.3763
61.3103 -0.3495
60.3448 -0.3226
58.9655 -0.3226
58.0000 -0.2688
57.0345 -0.2688
56.0690 -0.2419
55.3793 -0.2419
54.6897 -0.2419
54.0000 -0.2957
53.4483 -0.3226
52.7586 -0.3495
51.7931 -0.3763
51.2414 -0.4032
50.4138 -0.4570
50.0000 -0.4839
49.3103 -0.4570
48.6207 -0.4301
47.9310 -0.4032
47.2414 -0.3763
46.2759 -0.3763
45.3103 -0.3495
44.3448 -0.2957
43.1034 -0.2957
42.2759 -0.2688
41.4483 -0.2419
40.6207 -0.2419
39.9310 -0.2688
39.5172 -0.2151
38.5517 -0.1882
37.5862 -0.1882
36.7586 -0.1613
35.7931 -0.1075
35.1034 -0.1075
34.1379 -0.0538
33.1724 -0.0269
32.3448 -0.0269
31.7931 0.0000
30.9655 0.0000
30.0000 0.0269
28.7586 0.0538
27.5172 0.0269
26.5517 0.0538
25.4483 0.0806
24.6207 0.0538
23.5172 0.0269
22.4138 0.0269
21.4483 0.0000
20.4828 0.0269
19.3793 0.0269
18.1379 0.0000
17.0345 0.0000
15.9310 -0.0269
14.9655 0.0000
13.8621 0.0000
13.0345 0.0000
11.9310 0.0000
11.2414 0.0000
10.4138 -0.0538
