89.8911 2.7507
88.8022 2.9226
87.4955 3.1805
85.8621 3.3524
84.1198 3.5244
82.5953 3.7822
81.0708 3.8682
79.9819 3.7822
79.1107 3.6103
77.6951 3.4384
76.4973 3.2665
74.9728 2.8367
73.8838 2.4069
72.7949 2.1490
71.8149 1.8911
70.9437 1.8052
70.0726 2.3209
69.0926 3.0946
68.2214 3.5244
67.3503 3.8682
66.5880 3.9542
65.4991 3.8682
64.5191 3.6963
63.6479 3.5244
62.6679 3.2665
61.6878 2.9226
60.7078 2.7507
59.9456 2.4069
58.3122 2.5788
56.8966 2.5788
55.9165 2.5788
54.8276 2.5788
54.0653 2.4928
52.6497 2.3209
51.3430 2.1490
50.5808 2.1490
50.0363 2.0630
48.9474 2.0630
47.4229 2.1490
46.4428 1.9771
45.5717 1.9771
44.4828 1.8911
43.3938 1.8052
41.7604 1.7192
40.6715 1.7192
39.9093 1.7192
38.6025 1.7192
37.5136 1.8052
36.6425 1.8052
35.6624 1.7192
34.6824 1.6332
33.9201 1.6332
33.1579 1.8052
32.2868 1.8911
31.3067 2.1490
30.0000 2.2350
28.9111 2.3209
27.4955 2.3209
26.2976 2.3209
24.8820 2.3209
23.9020 2.3209
22.8131 2.4928
21.3975 2.5788
20.0907 2.7507
18.5662 2.9226
16.9328 2.9226
15.4083 3.0086
14.1016 2.9226
12.6860 2.7507
11.7060 2.5788
10.5082 2.5788
