78.1379 0.4570
77.4483 0.3763
76.8966 0.3226
76.3448 0.2957
75.1034 0.2688
74.2759 0.2419
73.1724 0.1882
71.9310 0.1344
70.0000 0.1882
69.0345 0.2419
67.5172 0.3226
65.8621 0.4301
64.2069 0.3763
63.2414 0.3495
61.4483 0.3226
59.9310 0.3226
57.7241 0.3495
55.9310 0.4301
54.2759 0.4301
52.8966 0.3763
51.5172 0.3763
50.1379 0.3226
48.4828 0.3495
46.9655 0.3226
45.3103 0.3495
43.9310 0.4032
42.8276 0.5108
40.8966 0.5645
39.3793 0.6452
38.2759 0.6989
37.0345 0.6720
35.9310 0.6452
34.4138 0.5914
33.1724 0.6183
32.4828 0.6989
31.7931 0.7527
30.6897 0.7527
29.5862 0.7527
27.7931 0.7527
26.0000 0.7796
24.2069 0.8065
22.1379 0.8065
20.4828 0.8065
18.9655 0.8065
17.5862 0.8333
16.3448 0.8871
15.1034 0.9140
14.0000 0.8871
12.6207 0.8871
11.5172 0.8602
10.5517 0.8333
