89.8911 5.5874
88.8022 5.7593
87.3866 5.9312
86.1887 6.1032
84.9909 6.1891
83.7931 6.3610
82.8131 6.4470
81.7241 6.3610
80.9619 6.2751
79.9819 6.1891
78.7840 6.1891
77.6951 6.0172
76.7151 5.8453
75.6261 5.5874
74.2105 5.5014
72.9038 5.4155
71.4882 5.3295
70.1815 5.5014
69.0926 5.7593
67.6770 6.1891
66.5880 6.3610
65.4991 6.5330
64.1924 6.3610
62.9946 6.1891
61.4701 5.7593
60.2722 5.4155
59.0744 5.4155
57.8766 5.5874
56.5699 5.6734
55.0454 6.0172
53.9564 6.0172
52.9764 5.8453
51.4519 5.6734
50.2541 5.5874
49.0563 5.6734
47.9673 5.8453
46.8784 6.1032
45.6806 6.1891
44.5917 6.2751
43.2849 6.2751
42.1960 6.2751
41.4338 6.1891
40.5626 6.1032
40.0181 6.0172
39.3648 5.9312
38.3848 5.7593
37.0780 5.5874
35.7713 5.5014
34.9002 5.5014
33.7024 5.5014
32.5045 5.7593
31.3067 5.9312
30.2178 5.9312
28.5844 6.0172
26.8421 6.1032
25.7532 6.1032
24.3376 6.1032
23.0309 6.1891
21.6152 6.1032
19.9819 6.1032
18.7840 6.1032
17.3684 6.1032
15.7350 6.1891
14.3194 6.0172
12.6860 6.0172
11.4882 6.0172
10.5082 6.0172
10.3993 6.0172
