89.8911 10.6590
88.2577 10.7450
86.5154 10.7450
84.5554 10.9169
81.6152 11.0029
79.1107 11.0888
76.9328 11.2607
74.1016 11.4327
72.1416 11.6046
69.7459 11.6905
67.5681 11.7765
64.9546 11.8625
62.5590 11.7765
59.5100 11.8625
56.3521 11.7765
54.1742 11.7765
51.5608 11.6046
49.8185 11.5186
47.9673 11.3467
46.0073 11.2607
43.5027 11.0888
41.3249 10.9169
39.0381 10.7450
36.7514 10.5731
34.4646 10.4871
32.5045 10.4871
30.5445 10.3152
28.3666 10.2292
26.2976 10.2292
24.4465 10.1433
21.9419 10.1433
19.2196 9.9713
16.7151 9.8854
14.2105 9.7994
12.3593 9.6275
10.3993 9.7135
